Título;Ubicación;Valor Alquiler;Expensas;Metros Cuadrados;Ambientes;Dormitorios;Baños;Cocheras
Miranda 4617;Monte Castro, Capital Federal;$ 350.000;$ 100.000 Expensas;35;1;0;1;0
25 de Mayo y Av. Cordoba-alquiler Temporal-san Nicolas- Caba;San Nicolás, Capital Federal;$ 500.000;$ 230.000 Expensas;35;1;1;1;0
Cabrera al 3200;Palermo, Capital Federal;$ 350.000;$ 136.000 Expensas;36;1;0;1;0
Av. Cabildo al 3800;Núñez, Capital Federal;$ 500.000;$ 90.000 Expensas;36;1;0;1;0
Julian Alvarez  al 2400;Palermo Viejo, Palermo;$ 700.000;$ 130.000 Expensas;65;3;2;1;0
Teodoro Garcia al 2300 PB;Belgrano, Capital Federal;$ 590.000;$ 170.000 Expensas;60;2;1;0;0
Segui 4700;Barrio Norte, Capital Federal;USD 700;$ 185.000 Expensas;55;0;0;0;0
Av. Luis Maria Campos  al 300;Las Cañitas, Palermo;$ 480.000;$ 95.000 Expensas;39;2;1;1;0
Soldado De La Independencia 1100;Las Cañitas, Palermo;USD 500;$ 175.000 Expensas;31;1;1;1;0
Bernardo de Irigoyen 600;Monserrat, Capital Federal;$ 700.000;$ 80.000 Expensas;60;4;3;0;0
Av. del Libertador 1780 y Tagle. 205m2. Cochera Fija y Vig. 24hs.;Palermo Chico, Palermo;USD 2.500;$ 670.000 Expensas;205;6;3;2;1
Matheu al 1500;San Cristobal, Capital Federal;$ 390.000;$ 91.600 Expensas;49;1;1;1;0
Güemes 2900;Recoleta, Capital Federal;$ 500.000;$ 110.000 Expensas;37;1;0;1;0
arroyo y suipacha;Retiro, Capital Federal;USD 700;;45;2;1;1;0
Gurruchaga;Palermo Soho, Palermo;$ 290.000;$ 40.000 Expensas;20;0;0;1;0
Talcahuano  al 900;Retiro, Capital Federal;USD 800;$ 100.000 Expensas;69;3;3;1;0
Aráoz 2500;Palermo, Capital Federal;USD 600;$ 150.000 Expensas;45;1;0;1;0
Montañeses 1900;Belgrano, Capital Federal;$ 700.000;$ 280.000 Expensas;56;2;1;1;1
Sarandi;Congreso, Capital Federal;$ 590.000;$ 118.000 Expensas;55;3;2;1;0
Isabel la Católica 800. Entre Olavarría y Araoz de lamadrid;Barracas, Capital Federal;$ 850.000;$ 160.000 Expensas;80;3;2;2;0
Alquiler/venta-doblas y Juan Bautista Alberdi - 2 dor y Balcón -;Almagro, Capital Federal;$ 1.150.000;$ 104.000 Expensas;100;3;2;2;0
ARAOZ 600;Villa Crespo, Capital Federal;$ 500.000;$ 120.000 Expensas;45;2;1;1;1
Avenida Olazabal al 5200;Villa Urquiza, Capital Federal;$ 350.000;;30;1;0;1;0
HIDALGO 871;Caballito, Capital Federal;$ 600.000;$ 185.000 Expensas;60;3;2;1;0
Av. Córdoba 6000;Palermo, Capital Federal;$ 450.000;$ 100.000 Expensas;37;1;0;1;0
Sanchez DE Bustamante 2300 Barrio Norte Recoleta;Recoleta, Capital Federal;USD 1.900;;136;4;3;3;1
Av Santa Fe;Barrio Norte, Capital Federal;$ 365.000;$ 60.000 Expensas;30;1;0;1;0
Carabobo al 600;Parque Chacabuco, Capital Federal;$ 340.000;$ 60.000 Expensas;38;1;0;1;0
MENDOZA 4671;Villa Urquiza, Capital Federal;$ 340.000;$ 110.000 Expensas;32;1;0;1;0
Manuel Ugarte 2360;Belgrano, Capital Federal;$ 800.000;$ 200.000 Expensas;57;2;1;1;0
NOGOYA 3500. Entre Concordia y Vilardebo, teodoro;Villa del Parque, Capital Federal;$ 540.000;$ 67.000 Expensas;39;2;1;1;0
Doblas 217 5ºB;Caballito, Capital Federal;$ 400.000;;31;2;1;1;0
Ruiz De Los Llanos  1400 1°;Versalles, Capital Federal;$ 470.000;;41;2;1;1;0
José León Pagano 2600;Recoleta, Capital Federal;$ 1.200.000;$ 250.000 Expensas;99;4;2;3;1
Av Santa fe al 3600;Botánico, Palermo;$ 850.000;;50;1;1;1;0
av rivadavia 9300;Floresta, Capital Federal;$ 400.000;;30;1;1;1;0
Juan Bautista Justo al 2900;Villa Crespo, Capital Federal;USD 400;;35;1;0;1;0
Avenida Santa Fe 1100;Barrio Norte, Capital Federal;USD 800;$ 189.345 Expensas;78;4;3;1;0
Manuela Pedraza 2435;Núñez, Capital Federal;$ 700.000;$ 103.000 Expensas;46;2;1;1;0
AYACUCHO;Recoleta, Capital Federal;$ 400.000;$ 120.000 Expensas;25;1;1;1;0
Arce;Las Cañitas, Palermo;$ 600.000;$ 150.000 Expensas;45;1;0;1;0
Camargo al 100;Villa Crespo, Capital Federal;$ 500.000;$ 130.000 Expensas;35;1;0;1;0
Avenida del Libertador 8460;Núñez, Capital Federal;$ 490.000;$ 126.860 Expensas;45;2;1;1;0
Maure 2400;Belgrano, Capital Federal;$ 1.500.000;$ 250.000 Expensas;134;4;3;2;1
Humberto 1° al 2700;San Cristobal, Capital Federal;$ 370.000;;28;1;0;1;0
Céspedes 2400;Belgrano, Capital Federal;$ 450.000;$ 200.000 Expensas;42;2;1;1;0
José A. Cabrera 3578;Palermo, Capital Federal;USD 1.000;$ 178.000 Expensas;70;3;2;1;1
REPUBLICA DE LA INDIA 2819. Entre Cabello y Gutierrez, juan maria;Palermo Chico, Palermo;$ 450.000;$ 108.000 Expensas;31;1;0;1;0
Cabildo al 3600;Núñez, Capital Federal;$ 500.000;$ 135.000 Expensas;48;2;1;1;0
Vera  Y Serrano;Villa Crespo, Capital Federal;$ 450.000;$ 120.000 Expensas;45;2;1;1;0
Pierina Dealessi 500;Puerto Madero, Capital Federal;USD 4.400;;180;3;2;3;1
Rivera al 4900 Terraza Propia;Villa Urquiza, Capital Federal;$ 840.000;$ 62.000 Expensas;102;2;1;1;1
Pierina Dealessi 500;Puerto Madero, Capital Federal;USD 3.000;;135;2;1;2;1
AV LAS HERAS 2900;Barrio Norte, Capital Federal;USD 800.000;$ 124.763 Expensas;64;3;2;1;0
Avenida García del Río 2500;Saavedra, Capital Federal;$ 520.000;$ 127.500 Expensas;33;1;0;1;0
Sánchez de Bustamante 1600;Barrio Norte, Capital Federal;$ 550.000;$ 130.000 Expensas;38;2;1;1;0
Montevideo al 200;San Nicolás, Capital Federal;$ 350.000;$ 80.995 Expensas;30;1;1;1;0
Cerrito 484;Centro / Microcentro, Capital Federal;$ 480.000;$ 90.000 Expensas;36;1;0;0;0
boulogne sur mer 527;Balvanera, Capital Federal;$ 350.000;$ 113.000 Expensas;35;2;1;1;0
Fray Justo Santa Maria de Oro al 2400;Palermo, Capital Federal;USD 850;;64;2;1;1;0
MARCELO T. ALVEAR 1966 4 45;Recoleta, Capital Federal;$ 300.000;$ 100.000 Expensas;21;1;0;0;0
Avenida Díaz Vélez 3800;Almagro, Capital Federal;$ 500.000;$ 95.000 Expensas;39;2;1;1;0
La Rioja  al 1000;Boedo, Capital Federal;$ 500.000;$ 80.000 Expensas;53;3;2;1;0
Billinghurst al 600;Almagro, Capital Federal;$ 400.000;$ 90.000 Expensas;31;1;0;1;0
DIRECTORIO 1000. Entre Emilio mitre y Del barco centenera;Caballito, Capital Federal;$ 420.000;$ 86.135 Expensas;38;1;0;1;0
Guemes al 3300;Palermo, Capital Federal;$ 500.000;$ 135.000 Expensas;35;0;0;1;0
Avenida del Libertador 8460;Belgrano, Capital Federal;$ 490.000;$ 126.860 Expensas;45;1;1;1;0
Maipu 900;Retiro, Capital Federal;$ 500.000;$ 120.000 Expensas;42;2;1;1;0
Honduras 3700;Palermo, Capital Federal;USD 500;$ 90.000 Expensas;50;1;1;1;0
Dirección no informada;Botánico, Palermo;$ 630.000;$ 202.000 Expensas;47;2;1;1;1
Olaguer y Feliú al 2600;Colegiales, Capital Federal;USD 950;$ 135.000 Expensas;88;3;2;2;0
Amenábar 3900;Saavedra, Capital Federal;$ 550.000;$ 160.000 Expensas;60;2;1;1;1
Rojas 300;Caballito, Capital Federal;$ 1.200.000;;85;4;3;1;0
ALSINA 900;San Telmo, Capital Federal;$ 550.000;$ 75.000 Expensas;60;2;2;1;0
25 de Mayo al 700;San Nicolás, Capital Federal;$ 470.000;$ 160.000 Expensas;45;2;1;1;0
Av. Luis María Campos 1200;Las Cañitas, Palermo;$ 350.000;$ 65.000 Expensas;27;1;0;1;0
Salguero y Av. Santa Fe;Barrio Norte, Capital Federal;$ 500.000;$ 90.000 Expensas;45;2;1;1;0
Paraguay al 4400;Palermo Soho, Palermo;USD 900;$ 250.000 Expensas;48;2;1;1;0
Av Callao 100;San Nicolás, Capital Federal;$ 250.000;$ 35.000 Expensas;27;1;0;1;0
Defensa 814;San Telmo, Capital Federal;USD 600;;44;1;1;1;0
Directorio 1000. Entre Emilio mitre y Del barco centenera;Caballito, Capital Federal;$ 450.000;$ 30.000 Expensas;43;1;0;0;0
French y Austria;Barrio Norte, Capital Federal;$ 650.000;$ 112.000 Expensas;68;3;2;1;0
Calle Doblas 900. Entre Avenida directorio y Calle zuviria;Caballito, Capital Federal;USD 500;$ 150.000 Expensas;40;1;0;0;0
Olazabal 2046;Belgrano C, Belgrano;USD 1.000;$ 210.000 Expensas;100;3;2;1;1
Juana Manso 650;Puerto Madero, Capital Federal;USD 1.300;$ 350.000 Expensas;60;2;1;1;0
Tucuman  2200;Balvanera, Capital Federal;$ 550.000;$ 85.000 Expensas;35;2;1;1;0
Juana Manso , 1500 Madero Plaza;Puerto Madero, Capital Federal;USD 1.100;$ 250.000 Expensas;60;2;1;1;0
Beiro  5500 1°;Villa Real, Capital Federal;$ 380.000;$ 80.000 Expensas;50;2;1;1;0
Dirección no informada;Belgrano Chico, Belgrano;USD 600;$ 80.000 Expensas;45;2;1;1;0
Fray Justo Santa Maria de Oro 2752;Botánico, Palermo;USD 550;;30;1;0;1;0
MALABIA 1667;Palermo Soho, Palermo;$ 470.000;$ 150.000 Expensas;45;0;0;0;0
Cnel. Ramon L. Falcon  4900 7°;Villa Luro, Capital Federal;$ 550.000;$ 168.000 Expensas;56;2;1;1;0
Hortiguera 531;Caballito, Capital Federal;$ 750.000;;40;2;1;1;0
Luis Saenz Peña 562;Congreso, Capital Federal;$ 350.000;$ 90.000 Expensas;38;2;1;1;0
AZURDUY 1553. Entre Del libertador, avda. y Arribeños;Núñez, Capital Federal;$ 550.000;$ 130.000 Expensas;39;2;1;1;0
Aranguren 1800. Entre Pje. calcena y Donato Álvarez;Flores, Capital Federal;$ 730.000;$ 206.000 Expensas;42;2;1;1;1
Virrey Loreto al 1900 - Torre Loreto Plaza;Belgrano, Capital Federal;USD 1.100;$ 350.000 Expensas;75;3;2;2;1
Soldado de la Independencia al 1300;Las Cañitas, Palermo;$ 600.000;$ 85.000 Expensas;54;2;1;1;0
Dorrego al 2400 Alquiler Amoblado 3 Ambientes;Palermo Hollywood, Palermo;USD 1.450;$ 380.000 Expensas;82;3;2;2;1
Av San Juan 200;San Telmo, Capital Federal;$ 550.000;$ 197.000 Expensas;60;3;2;1;0
ESPINOSA 1474;Caballito Norte, Caballito;$ 330.000;$ 124.000 Expensas;37;2;1;1;0
Godoy Cruz 2500;Palermo, Capital Federal;$ 650.000;$ 91.052 Expensas;44;1;0;1;0
Dirección no informada;Recoleta, Capital Federal;$ 550.000;$ 130.000 Expensas;50;2;1;1;0
Arévalo;Palermo, Capital Federal;$ 800.000;$ 180.000 Expensas;60;2;1;1;0
Estado de Israel 4500;Villa Crespo, Capital Federal;USD 500;$ 50.000 Expensas;31;1;0;1;0
Avenida Avellaneda 400;Parque Centenario, Capital Federal;$ 800.000;$ 100.000 Expensas;76;3;2;1;0
Torres Renoir;Puerto Madero, Capital Federal;USD 5.000;;170;4;3;4;2
Av Cordoba  al 6200;Colegiales, Capital Federal;USD 500;$ 140.000 Expensas;40;1;0;1;0
Baigorria 3381;Villa del Parque, Capital Federal;$ 790.000;$ 210.000 Expensas;73;3;0;1;0
Juncal 3000 Piso 3ro - 2 amb;Barrio Norte, Capital Federal;$ 400.000;$ 150.000 Expensas;30;2;1;1;0
Juncal 3000 Piso 3ro - 2 amb;Palermo, Capital Federal;$ 400.000;$ 150.000 Expensas;30;2;1;1;0
Ceretti 2100;Villa Urquiza, Capital Federal;$ 700.000;$ 330.000 Expensas;51;2;1;1;1
Billinghurst  al 1400;Recoleta, Capital Federal;$ 800.000;$ 194.000 Expensas;100;3;2;2;0
Rosario 700;Caballito, Capital Federal;$ 900.000;$ 295.000 Expensas;92;3;3;1;1
Villanueva al 1300;Belgrano, Capital Federal;USD 1.100;$ 450.000 Expensas;64;3;2;1;1
Soler al 3300;Palermo, Capital Federal;USD 600;;54;1;1;1;0
Beruti al 2800;Recoleta, Capital Federal;USD 2.200;;95;3;2;3;1
Bernardo de Irigoyen 200;Monserrat, Capital Federal;$ 650.000;$ 250.000 Expensas;70;3;2;1;0
Avenida Medrano 1600;Palermo, Capital Federal;USD 700;$ 170.000 Expensas;62;3;2;1;0
AV. DONATO ALVAREZ 1220;Caballito Norte, Caballito;$ 410.000;$ 50.000 Expensas;40;2;1;1;0
Avenida Independencia 500;San Telmo, Capital Federal;$ 550.000;$ 115.000 Expensas;42;2;1;1;0
ANDRES LAMAS 2200. Entre Av alvarez jonte y Juan a garcia;Villa General Mitre, Capital Federal;$ 340.000;$ 60.000 Expensas;38;2;1;1;0
Avenida del Libertador 6200;Núñez, Capital Federal;USD 1.800;$ 140.000 Expensas;51;2;1;1;0
Ambrosetti 269;Caballito, Capital Federal;$ 690.000;$ 179.000 Expensas;75;3;2;1;0
Juncal 3000 Piso 3ro - 2 amb;Recoleta, Capital Federal;$ 400.000;$ 150.000 Expensas;30;2;1;1;0
Nogoyá 2600;Villa del Parque, Capital Federal;$ 450.000;$ 75.000 Expensas;35;2;1;1;0
Tucumán 1500;Barrio Norte, Capital Federal;$ 1.300.000;$ 300.000 Expensas;110;3;2;1;0
Billinghurst  al 1400;Barrio Norte, Capital Federal;$ 800.000;$ 194.000 Expensas;100;3;2;2;0
Gurruchaga al 300;Villa Crespo, Capital Federal;USD 75.000;$ 7.700 Expensas;35;1;0;1;0
Ayacucho 900;Recoleta, Capital Federal;USD 450;;30;1;0;1;0
Congreso  al 2300;Núñez, Capital Federal;$ 600.000;$ 281.000 Expensas;53;2;1;1;0
Congreso  al 2300;Colegiales, Capital Federal;$ 600.000;$ 281.000 Expensas;53;2;1;1;0
Montevideo 646;Tribunales, Capital Federal;$ 650.000;$ 150.000 Expensas;52;3;2;1;0
Departamento DOS Ambientes EN Alquiler Centro Buenos Aires;Centro / Microcentro, Capital Federal;$ 480.000;$ 150.000 Expensas;40;2;1;1;0
Castillo 549;Villa Crespo, Capital Federal;$ 475.000;$ 105.000 Expensas;35;2;1;1;0
Bernardo de Irigoyen 1300;San Telmo, Capital Federal;USD 450;$ 115.000 Expensas;36;1;0;1;0
Avenida Dorrego 1400;Chacarita, Capital Federal;$ 450.000;$ 90.000 Expensas;36;1;0;1;0
Gallo al 600;Balvanera, Capital Federal;$ 780.000;$ 234.800 Expensas;62;3;2;1;0
Gallo  al 600;Abasto, Capital Federal;$ 780.000;$ 190.000 Expensas;65;3;2;1;0
Moldes;Belgrano, Capital Federal;$ 320.000;$ 65.000 Expensas;26;1;1;1;0
Avenida Balbin;Saavedra, Capital Federal;$ 600.000;$ 120.000 Expensas;43;2;1;1;0
Piedras  al 800;San Telmo, Capital Federal;$ 370.000;$ 95.000 Expensas;35;2;1;1;0
sarmiento;Congreso, Capital Federal;$ 500.000;$ 50.000 Expensas;42;1;1;1;0
Avenida Álvarez Jonte  al 3900;Floresta, Capital Federal;$ 350.000;$ 65.000 Expensas;36;2;1;1;0
cesar diaz  2972;Villa Santa Rita, Capital Federal;USD 450;$ 100.000 Expensas;46;2;1;0;0
Departamento EN Alquiler 3 Ambientes Almagro Buenos Aires;Almagro, Capital Federal;USD 680;$ 70.000 Expensas;45;3;2;1;0
Av del Libertador al 1700. Excelente Piso  de 400 m2  con 2 Cocheras Fijas.;Palermo Chico, Palermo;USD 6.000;$ 1.600.000 Expensas;400;7;4;3;2
CUBA 2300;Belgrano, Capital Federal;$ 450.000;;38;2;1;0;0
BULNES 1900;Palermo Viejo, Palermo;$ 600.000;$ 162.540 Expensas;42;2;1;0;0
carlos calvo 1700;San Cristobal, Capital Federal;$ 480.000;$ 120.000 Expensas;42;2;1;1;0
Cramer 2300;Belgrano, Capital Federal;USD 1.000;$ 454.000 Expensas;88;3;2;2;0
Cespedes 2477 2;Belgrano, Capital Federal;$ 430.000;$ 150.742 Expensas;0;2;1;1;0
Scalabrini Ortiz;Palermo, Capital Federal;USD 450;$ 130.000 Expensas;41;1;0;1;0
Av. Coronel Díaz y Paraguay;Barrio Norte, Capital Federal;$ 600.000;$ 123.100 Expensas;47;2;1;1;0
Marcelo T De Alvear  500 4°;Retiro, Capital Federal;USD 500;;44;2;1;1;0
Alvarez Thomas al 1260;Chacarita, Capital Federal;$ 380.000;$ 90.000 Expensas;32;1;0;1;0
Lavalleja 41;Almagro, Capital Federal;$ 395.000;$ 75.000 Expensas;35;2;1;1;0
Charlone  500 5°;Colegiales, Capital Federal;$ 450.000;$ 53.000 Expensas;38;2;1;1;0
Av.corrientes  1600 6°;Centro / Microcentro, Capital Federal;$ 390.000;$ 130.000 Expensas;30;1;0;1;0
Cullen 5200;Villa Urquiza, Capital Federal;$ 680.000;$ 170.000 Expensas;50;2;1;1;1
Florida  al 800;Retiro, Capital Federal;USD 750;$ 390.000 Expensas;125;4;3;2;0
Muñiz 600;Almagro, Capital Federal;$ 700.000;$ 92.000 Expensas;60;3;2;1;0
Larrea  al 1000;Barrio Norte, Capital Federal;USD 1.490;$ 350.000 Expensas;130;4;4;2;0
Alberti 1600;Parque Patricios, Capital Federal;USD 600;$ 197.393 Expensas;65;3;2;1;0
Paraná 300;San Nicolás, Capital Federal;$ 500.000;$ 61.000 Expensas;38;2;1;1;0
Perú 89;Centro / Microcentro, Capital Federal;$ 1.000.000;$ 520.000 Expensas;140;6;3;2;0
YERBAL 642;Caballito, Capital Federal;$ 400.000;$ 86.000 Expensas;40;2;1;1;0
Boulevard Azucena Villaflor 500;Puerto Madero, Capital Federal;USD 4.000;$ 300.000 Expensas;134;3;2;2;1
Av. Jujuy 370;Balvanera, Capital Federal;$ 500.000;$ 100.000 Expensas;52;3;2;1;0
Avenida Corrientes 6100;Chacarita, Capital Federal;$ 900.000;$ 145.000 Expensas;76;4;3;1;1
Av. Corrientes 6400;Chacarita, Capital Federal;USD 600;$ 120.000 Expensas;40;1;0;1;0
Valle 100;Caballito, Capital Federal;$ 690.000;$ 90.000 Expensas;56;2;1;1;1
Estado de Palestina 800;Almagro, Capital Federal;$ 490.000;$ 81.600 Expensas;44;2;1;1;0
Gaona al 2800;Caballito, Capital Federal;$ 390.000;$ 112.000 Expensas;38;2;1;1;0
Av San Martin al 4900;Villa del Parque, Capital Federal;$ 400.000;$ 108.000 Expensas;0;2;1;1;0
Avenida Álvarez Jonte  al 3900;Monte Castro, Capital Federal;$ 350.000;$ 65.000 Expensas;36;2;1;1;0
Av San Juan al 800;San Telmo, Capital Federal;$ 530.000;$ 140.000 Expensas;45;2;1;1;0
Paysandu 1174;Caballito, Capital Federal;$ 650.000;$ 65.000 Expensas;65;3;2;1;0
Soldado De La Independencia  1400 2°;Las Cañitas, Palermo;USD 750;$ 95.000 Expensas;38;1;0;1;0
Pieres 593;Liniers, Capital Federal;$ 430.000;$ 150.000 Expensas;40;2;0;1;0
Alsina  al 2100;Congreso, Capital Federal;$ 430.000;;38;2;1;1;0
3 de Febrero  al 900;Belgrano, Capital Federal;$ 750.000;$ 285.000 Expensas;76;3;2;2;0
San Nicolás 2050;Villa del Parque, Capital Federal;$ 400.000;$ 75.000 Expensas;36;1;0;1;0
Austria y Av. Santa Fe;Barrio Norte, Capital Federal;$ 400.000;$ 100.000 Expensas;42;2;1;1;0
av santa fe 1100;Recoleta, Capital Federal;$ 500.000;;25;1;1;1;0
Avenida Jose Maria Moreno 351;Caballito, Capital Federal;$ 420.000;$ 102.800 Expensas;31;1;1;1;0
El Salvador  al 3800;Palermo Hollywood, Palermo;USD 850;$ 150.000 Expensas;90;2;1;1;0
AZARA 1300. Entre Esquina y Coronel salvadores;Barracas, Capital Federal;$ 450.000;;31;1;0;1;0
Av. Cordoba 4700;Palermo, Capital Federal;$ 850.000;$ 180.000 Expensas;80;3;2;1;1
Río de Janeiro 1000;Caballito, Capital Federal;$ 500.000;$ 75.000 Expensas;40;1;0;1;0
Avenida Medrano 1200;Palermo, Capital Federal;$ 600.000;$ 85.000 Expensas;26;1;0;1;0
Rauch 3900;Almagro, Capital Federal;$ 550.000;$ 111.000 Expensas;39;2;1;1;0
Av. Mosconi  al 3100;Villa Pueyrredón, Capital Federal;$ 400.000;$ 110.000 Expensas;35;1;0;1;0
Tasso 2600;Parque Chas, Capital Federal;$ 550.000;$ 70.000 Expensas;46;2;1;1;0
Scalabrini Ortiz 2260;Palermo, Capital Federal;$ 450.000;$ 71.800 Expensas;35;2;1;1;0
Scalabrini Ortiz 2090;Palermo, Capital Federal;$ 850.000;$ 161.000 Expensas;83;4;3;2;0
Lope de Vega 400;Villa Luro, Capital Federal;$ 450.000;$ 84.000 Expensas;39;2;1;1;0
SUAREZ 1600. Entre Av  montes de oca y Isabel la catolica;Barracas, Capital Federal;$ 900.000;$ 100.000 Expensas;90;3;2;1;0
Mansilla 4000 7°;Palermo, Capital Federal;$ 460.000;$ 82.000 Expensas;44;2;1;1;0
Piedras 1000;San Telmo, Capital Federal;$ 480.000;$ 138.000 Expensas;35;1;0;1;0
Hipólito Yrigoyen al 2219 8º42 (pasco - Pichincha);Congreso, Capital Federal;$ 380.000;$ 95.000 Expensas;36;1;0;1;0
Boedo al 200;Almagro, Capital Federal;$ 450.000;$ 70.000 Expensas;27;1;0;1;0
Gorriti y Billinghurst;Palermo, Capital Federal;USD 1.200;;48;2;1;1;0
Zapiola al 1900;Belgrano R, Belgrano;$ 870.000;$ 220.000 Expensas;105;3;2;1;0
Pasco al 1100;San Cristobal, Capital Federal;USD 500;;0;1;0;0;0
Alvarez Thomas 1300;Villa Ortuzar, Capital Federal;$ 590.000;$ 98.000 Expensas;55;2;1;1;0
Zapata al 200;Colegiales, Capital Federal;$ 400.000;$ 85.000 Expensas;40;2;1;1;0
Charcas 3000;Recoleta, Capital Federal;USD 585;;38;1;0;1;0
Avenida Córdoba 800;Retiro, Capital Federal;$ 420.000;$ 80.000 Expensas;34;2;1;1;0
Avenida Directorio 2300;Flores, Capital Federal;$ 450.000;$ 138.000 Expensas;48;2;1;1;0
CHARCAS 2661;Barrio Norte, Capital Federal;$ 900.000;$ 163.000 Expensas;75;4;2;1;0
PUEYRREDON 907;Barrio Norte, Capital Federal;$ 380.000;$ 60.000 Expensas;23;1;0;0;0
Congreso  al 1900;Núñez, Capital Federal;$ 850.000;$ 150.607 Expensas;48;2;1;1;1
Federico Lacroze 2900;Colegiales, Capital Federal;$ 480.000;$ 95.000 Expensas;48;1;0;1;0
Malabia 100;Villa Crespo, Capital Federal;$ 495.000;$ 97.000 Expensas;46;2;1;1;0
"LOPE DE VEGA 1334   3 "" F """;Floresta Norte, Floresta;$ 750.000;$ 190.000 Expensas;80;3;2;1;0
Araoz al 2900;Palermo, Capital Federal;$ 390.000;$ 131.000 Expensas;30;1;0;1;0
Libertad  al 900;Retiro, Capital Federal;$ 1.100.000;$ 260.000 Expensas;70;3;2;2;0
Terrada al 1700;Villa Santa Rita, Capital Federal;$ 600.000;$ 150.000 Expensas;52;2;1;1;0
Avenida Rivadavia 9800;Villa Luro, Capital Federal;$ 620.000;;40;2;1;1;0
Scalabrini Ortiz al 2300;Botánico, Palermo;$ 350.000;$ 104.000 Expensas;35;2;1;1;0
Córdoba y Federico Lacroze,  Disponible -chacarita/colegiales - Caba, Argentina;Chacarita, Capital Federal;USD 750;;58;2;1;1;0
Dorrego y Cabrera;Palermo Hollywood, Palermo;$ 450.000;$ 96.000 Expensas;35;1;0;1;0
ESTADOS UNIDOS 1789;San Cristobal, Capital Federal;$ 450.000;$ 100.000 Expensas;45;2;1;1;0
Plaza 3500;Saavedra, Capital Federal;USD 1.100;$ 120.000 Expensas;64;3;2;1;0
Soldado de la indepenedecia 537;Belgrano, Capital Federal;$ 470.000;$ 150.000 Expensas;41;1;0;1;0
Av. Boyaca 2037;Flores Norte, Flores;$ 400.000;$ 50.000 Expensas;37;1;0;1;0
Darregueyra 2300;Palermo, Capital Federal;$ 480.000;$ 150.000 Expensas;39;1;0;1;0
Plaza;Saavedra, Capital Federal;USD 100.000;$ 50.000 Expensas;0;0;0;0;0
Avda Santa Fe al 800;Retiro, Capital Federal;$ 400.000;$ 110.000 Expensas;37;1;1;1;0
Lavalle 2262;Once, Capital Federal;$ 650.000;$ 170.000 Expensas;90;4;3;1;0
Colpayo 40;Caballito, Capital Federal;$ 260.000;$ 69.000 Expensas;17;1;0;1;0
Gorriti 6000;Palermo Hollywood, Palermo;$ 800.000;$ 160.000 Expensas;50;2;1;1;1
Humberto primo 936;San Telmo, Capital Federal;$ 400.000;$ 80.000 Expensas;31;1;0;1;0
Bahía Blanca 2400;Villa del Parque, Capital Federal;$ 550.000;$ 12.000 Expensas;51;3;2;1;0
LAPRIDA 951;Barrio Norte, Capital Federal;$ 500.000;$ 90.000 Expensas;45;1;1;1;0
Gelly 3300;Recoleta, Capital Federal;USD 2.600;$ 500.000 Expensas;100;3;2;2;1
Fraga  400 3°;Chacarita, Capital Federal;$ 350.000;$ 60.000 Expensas;25;1;0;1;0
Billinghurst 500;Almagro, Capital Federal;$ 430.000;$ 104.000 Expensas;40;2;1;1;0
Beauchef 300;Caballito, Capital Federal;$ 550.000;$ 103.000 Expensas;49;2;1;1;0
Carlos Antonio López 3243;Villa Pueyrredón, Capital Federal;$ 350.000;$ 100.000 Expensas;37;1;0;1;0
Tinogasta 4909;Villa Devoto, Capital Federal;$ 500.000;$ 115.000 Expensas;46;2;1;1;0
Sarmiento 1500;San Nicolás, Capital Federal;$ 350.000;$ 70.000 Expensas;21;1;0;1;0
Avenida Santa Fe 3800;Palermo, Capital Federal;USD 2.000;$ 250.000 Expensas;105;4;3;2;0
Guemes 3547;Barrio Norte, Capital Federal;$ 700.000;$ 100.000 Expensas;43;2;1;1;0
Avenida Chorroarín 600;Parque Chas, Capital Federal;$ 480.000;$ 60.000 Expensas;35;1;0;1;0
Cuenca  al 3200;Villa del Parque, Capital Federal;$ 600.000;$ 150.000 Expensas;55;3;2;1;0
Nogoya  al 4000;Villa Devoto, Capital Federal;Consultar precio;$ 90.000 Expensas;80;3;2;2;1
Peña al 3100;Recoleta, Capital Federal;USD 1.200;$ 130.000 Expensas;0;3;3;1;0
Viamonte 2124;Balvanera, Capital Federal;$ 900.000;$ 200.000 Expensas;105;5;3;2;0
corrientes;Balvanera, Capital Federal;$ 800.000;$ 280.000 Expensas;92;3;3;1;0
Larrea 1058;Recoleta, Capital Federal;USD 1.500;$ 360.000 Expensas;136;4;3;2;0
Alicia Moreau de Justo al 2000;Puerto Madero, Capital Federal;USD 600;$ 192.000 Expensas;34;1;0;0;0
Ituzaingo al 900;Barracas, Capital Federal;$ 650.000;;51;2;1;1;0
Avenida Juan Bautista Justo 3000;Villa Crespo, Capital Federal;$ 420.000;$ 90.000 Expensas;28;1;0;1;0
MANSILLA;Recoleta, Capital Federal;$ 900.000;$ 161.000 Expensas;89;3;2;1;0
